
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
AFS,2020-11-02,37.000000,17.650000,.870000,.100000,5604.000000,26.000000,19.000000,19.000000,20.270421,-1.750000,19.400000,25.600000
BIL,2020-11-02,98.000000,45.000000,2.197000,,108531.000000,84.990000,82.480000,84.990000,82.548165,-.050000,83.000000,84.990000
BRG,2020-11-02,18.990000,9.500000,.307000,,7363.000000,11.530000,11.000000,11.500000,11.226266,-.610000,11.500000,11.500000
BPOW,2020-11-02,8.440000,3.000000,.020000,,2504.000000,3.470000,3.090000,3.470000,3.090607,-.380000,3.110000,3.470000
CHL,2020-11-02,10.500000,5.100000,.240000,.100000,.000000,.000000,.000000,7.750000,7.750000,.000000,6.300000,7.750000
CCC,2020-11-02,85.000000,35.000000,,,885162.000000,56.000000,52.000000,54.100000,52.155533,-3.430000,54.100000,56.000000
CAR,2020-11-02,8.800000,5.800000,.670000,.150000,428705.000000,6.490000,6.400000,6.450000,6.482370,.050000,6.430000,6.490000
CBNY,2020-11-02,.180000,.070000,,,94382.000000,.150000,.130000,.150000,.149785,.000000,.130000,.150000
DCOVE,2020-11-02,12.000000,5.510000,.600000,.300000,800.000000,6.990000,6.990000,6.990000,6.990000,.870000,5.510000,6.980000
1834,2020-11-02,1.260000,.710000,.080000,,71519.000000,1.020000,.980000,1.020000,1.011163,.110000,.860000,1.050000
GK,2020-11-02,79.990000,50.510000,1.550000,.400000,32163.000000,57.750000,56.980000,57.400000,57.437140,.060000,57.150000,57.750000
HONBUN,2020-11-02,9.900000,4.000000,.060000,.050000,41800.000000,4.850000,4.800000,4.850000,4.849824,.110000,4.700000,4.850000
JBG,2020-11-02,41.000000,21.000000,.390000,.180000,21676.000000,27.900000,25.000000,27.200000,26.702078,-.210000,25.500000,27.900000
JP,2020-11-02,28.500000,15.000000,,.150000,11028.000000,21.740000,19.600000,19.600000,20.007642,-.170000,19.600000,21.720000
JPS5C,2020-11-02,,,.100000,.025000,.000000,.000000,.000000,.380000,.380000,.000000,.440000,
JPS5D,2020-11-02,,,.100000,.025000,.000000,.000000,.000000,.380000,.380000,.000000,.460000,
JPS6,2020-11-02,,,.120000,.030000,.000000,.000000,.000000,.440000,.440000,.000000,.510000,
JPS7,2020-11-02,.550000,.550000,.140000,.035000,.000000,.000000,.000000,.550000,.550000,.000000,.550000,
JAMT,2020-11-02,8.500000,3.260000,.060000,,162161.000000,5.410000,5.010000,5.050000,5.098218,.100000,5.060000,5.390000
KPREIT,2020-11-02,8.000000,4.500000,.001400,,677.000000,6.790000,6.790000,6.790000,6.790000,-.690000,6.400000,6.790000
KW,2020-11-02,73.000000,36.000000,.480000,.310000,675.000000,47.900000,47.900000,47.900000,47.900000,.000000,45.000000,47.900000
LASD,2020-11-02,3.990000,1.900000,.043000,,11346.000000,3.140000,3.000000,3.000000,3.025066,.000000,3.000000,3.140000
