
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
AFS,2017-01-03,22.000000,16.000000,.640000,,,,,22.000000,22.000000,.000000,23.000000,
BIL,2017-01-03,6.000000,2.500000,.110000,,,,,6.000000,6.000000,.000000,6.010000,6.500000
BRG,2017-01-03,6.550000,3.100000,.200000,,3158.000000,5.800000,5.800000,5.800000,5.800000,.200000,5.000000,5.800000
BPOW,2017-01-03,30.000000,9.300000,.170000,,,,,30.000000,29.000000,.000000,26.000000,
CWJ,2017-01-03,1.700000,.650000,,,880269.000000,.890000,.750000,.830000,.820000,.100000,.820000,.890000
CHL,2017-01-03,18.600000,3.750000,2.650000,,1379.000000,18.500000,18.500000,18.500000,18.500000,-.070000,18.500000,18.600000
CCC,2017-01-03,36.480000,18.000000,,,5240.000000,35.000000,33.000000,33.000000,33.850000,-.950000,30.900000,34.990000
CAR,2017-01-03,68.000000,59.000000,6.700000,,200.000000,66.400000,66.000000,66.400000,66.200000,-.550000,66.010000,66.400000
CBNY,2017-01-03,.270000,.100000,,,,,,.180000,.180000,.000000,.170000,.180000
DCOVE,2017-01-03,16.000000,10.000000,.600000,,,,,15.000000,15.000000,.000000,13.200000,15.000000
1834,2017-01-03,1.770000,.970000,.120000,,2022.000000,1.220000,1.220000,1.220000,1.220000,.020000,1.220000,1.270000
GK,2017-01-03,47.710000,26.500000,1.540000,,6091.000000,40.500000,40.000000,40.000000,40.040000,-.250000,38.000000,40.000000
HONBUN,2017-01-03,7.510000,1.230000,.130000,,2735.000000,5.690000,5.680000,5.680000,5.680000,-.170000,5.680000,6.000000
JBG,2017-01-03,15.550000,10.210000,.330000,,3537153.000000,14.800000,14.080000,14.150000,14.320000,-.430000,14.090000,14.600000
JP,2017-01-03,9.400000,4.001429,.400000,,200.000000,9.400000,9.400000,9.400000,9.400000,.170000,9.080000,9.400000
JPS5C,2017-01-03,.360000,.360000,.100000,,,,,.360000,.360000,.000000,,
JPS5D,2017-01-03,.360000,.360000,.100000,,,,,.360000,.360000,.000000,,
JPS6,2017-01-03,.410000,.410000,.120000,,,,,.410000,.410000,.000000,.410000,
JPS7,2017-01-03,.450000,.410000,.140000,,,,,.450000,.450000,.000000,.450000,
JAMT,2017-01-03,5.240000,2.450000,,,2500.000000,4.250000,4.250000,4.250000,4.250000,-.310000,4.110000,4.250000
KPREIT,2017-01-03,10.000000,6.500000,.002400,,,,,10.000000,10.000000,.000000,9.000000,
KW,2017-01-03,22.060000,10.400000,.290000,,733.000000,22.060000,22.030000,22.030000,22.050000,2.040000,21.000000,22.000000
LASD,2017-01-03,9.010000,4.500000,.053000,,96756.000000,7.060000,7.000000,7.010000,7.020000,-.070000,7.010000,7.500000
LASF,2017-01-03,5.750000,2.620000,.035000,,6294.000000,3.250000,3.190000,3.190000,3.210000,.020000,3.190000,3.250000
LASM,2017-01-03,5.500000,3.000000,.030000,,20440.000000,4.900000,4.850000,4.900000,4.850000,-.050000,4.850000,4.900000
MIL,2017-01-03,5.650000,3.000000,.220000,,3650.000000,4.800000,4.800000,4.800000,4.800000,-.580000,4.500000,4.770000
NCBJ,2017-01-03,58.000000,36.100000,2.400000,,,,,50.000000,50.000000,.000000,51.500000,52.000000
PAL,2017-01-03,195.000000,74.000000,1.750000,,,,,195.000000,195.000000,.000000,75.000000,
